0,3897018.0,3882417.0,4839554.0,660392.0,4957511.0,5862029.0,5252471;0,7182872.0,2955741.0,3235572.0,5385515.0,6901212.0,6601627.0,4458766;0,3528388.0,8649633.0,594176.0,6735163.0,5611464.0,8418217.0,477887;0,6016049.0,7331971.0,9598438.0,4652762.0,4247811.0,7076886.0,6103266;
0,3897018.0,3882417.0,4839554.0,66194.0,4878984.0,5756514.0,5463625;0,7182872.0,2955741.0,3235572.0,5385515.0,6901212.0,6601627.0,4458766;0,3528388.0,8649633.0,594176.0,691233.0,568112.0,8641887.0,4904938;0,6016049.0,7331971.0,9598438.0,4588787.0,4590656.0,7123623.0,5918409;
0,3897018.0,3882417.0,4839554.0,6683366.0,4729327.0,5819198.0,5535172;0,7182872.0,2955741.0,3235572.0,5368897.0,706681.0,6799319.0,4334485;0,3528388.0,8649633.0,594176.0,691233.0,568112.0,8641887.0,4904938;0,6016049.0,7331971.0,9598438.0,4588787.0,4590656.0,7123623.0,5918409;
0,3897018.0,3882417.0,4839554.0,6769381.0,458202.0,5851287.0,5774828;0,7182872.0,2955741.0,3235572.0,5378621.0,7003505.0,6714697.0,4390502;0,3528388.0,8649633.0,594176.0,6938791.0,5673593.0,8642268.0,4898874;0,6016049.0,7331971.0,9598438.0,4588787.0,4590656.0,7123623.0,5918409;
0,3897018.0,3882417.0,4839554.0,6806033.0,4533267.0,5861666.0,5764805;0,7182872.0,2955741.0,3235572.0,5378621.0,7003505.0,6714697.0,4390502;0,3528388.0,8649633.0,594176.0,6938791.0,5673593.0,8642268.0,4898874;0,6016049.0,7331971.0,9598438.0,4588787.0,4590656.0,7123623.0,5918409;
0,3897018.0,3882417.0,4839554.0,6815768.0,4507712.0,5866748.0,5771821;0,7182872.0,2955741.0,3235572.0,5378621.0,7003505.0,6714697.0,4390502;0,3528388.0,8649633.0,594176.0,694994.0,5665669.0,8628702.0,4903944;0,6016049.0,7331971.0,9598438.0,4588787.0,4590656.0,7123623.0,5918409;
0,3897018.0,3882417.0,4839554.0,6815768.0,4507712.0,5866748.0,5771821;0,7182872.0,2955741.0,3235572.0,5370875.0,6980551.0,6679516.0,4424008;0,3528388.0,8649633.0,594176.0,6974338.0,5712826.0,8692924.0,493839;0,6016049.0,7331971.0,9598438.0,4588787.0,4590656.0,7123623.0,5918409;
0,3897018.0,3882417.0,4839554.0,6824439.0,4462744.0,5891373.0,5776922;0,7182872.0,2955741.0,3235572.0,5370875.0,6980551.0,6679516.0,4424008;0,3528388.0,8649633.0,594176.0,6979778.0,5707759.0,8689482.0,4933365;0,6016049.0,7331971.0,9598438.0,4529737.0,4864932.0,7161012.0,5770523;
0,3897018.0,3882417.0,4839554.0,6905933.0,4325473.0,5956269.0,5731116;0,7182872.0,2955741.0,3235572.0,5457386.0,6946046.0,6631595.0,4321966;0,3528388.0,8649633.0,594176.0,6990134.0,5687454.0,8672873.0,4910866;0,6016049.0,7331971.0,9598438.0,4529737.0,4864932.0,7161012.0,5770523;
0,3897018.0,3882417.0,4839554.0,6898482.0,4294237.0,5948617.0,5780995;0,7182872.0,2955741.0,3235572.0,5457386.0,6946046.0,6631595.0,4321966;0,3528388.0,8649633.0,594176.0,699236.0,5681345.0,8667638.0,4899769;0,6016049.0,7331971.0,9598438.0,4529737.0,4864932.0,7161012.0,5770523;
0,3897018.0,3882417.0,4839554.0,690258.0,4167111.0,5966397.0,5756956;0,7182872.0,2955741.0,3235572.0,5457386.0,6946046.0,6631595.0,4321966;0,3528388.0,8649633.0,594176.0,6979157.0,5686242.0,867337.0,4889152;0,6016049.0,7331971.0,9598438.0,4460532.0,5253246.0,7242513.0,5580345;
0,3897018.0,3882417.0,4839554.0,690258.0,4167111.0,5966397.0,5756956;0,7182872.0,2955741.0,3235572.0,5633271.0,6929528.0,6490088.0,4251323;0,3528388.0,8649633.0,594176.0,6949806.0,5710652.0,8652142.0,4860908;0,6016049.0,7331971.0,9598438.0,4460532.0,5253246.0,7242513.0,5580345;
0,3897018.0,3882417.0,4839554.0,690258.0,4167111.0,5966397.0,5756956;0,7182872.0,2955741.0,3235572.0,5644218.0,69679.0,6533238.0,4199666;0,3528388.0,8649633.0,594176.0,6949806.0,5710652.0,8652142.0,4860908;0,6016049.0,7331971.0,9598438.0,4460532.0,5253246.0,7242513.0,5580345;
0,3897018.0,3882417.0,4839554.0,690258.0,4167111.0,5966397.0,5756956;0,7182872.0,2955741.0,3235572.0,568697.0,7081309.0,6672942.0,4029205;0,3528388.0,8649633.0,594176.0,6986071.0,5699542.0,8641376.0,4881892;0,6016049.0,7331971.0,9598438.0,4460532.0,5253246.0,7242513.0,5580345;
0,3897018.0,3882417.0,4839554.0,690258.0,4167111.0,5966397.0,5756956;0,7182872.0,2955741.0,3235572.0,568697.0,7081309.0,6672942.0,4029205;0,3528388.0,8649633.0,594176.0,6986071.0,5699542.0,8641376.0,4881892;0,6016049.0,7331971.0,9598438.0,4319365.0,5931237.0,7344459.0,522118;
0,3897018.0,3882417.0,4839554.0,6897758.0,4145539.0,5972773.0,5767145;0,7182872.0,2955741.0,3235572.0,5771042.0,7075561.0,6647007.0,3941596;0,3528388.0,8649633.0,594176.0,695487.0,5726632.0,864517.0,4869595;0,6016049.0,7331971.0,9598438.0,4319365.0,5931237.0,7344459.0,522118;
0,3897018.0,3882417.0,4839554.0,6925339.0,4194364.0,5967176.0,5759541;0,7182872.0,2955741.0,3235572.0,5771042.0,7075561.0,6647007.0,3941596;0,3528388.0,8649633.0,594176.0,695487.0,5726632.0,864517.0,4869595;0,6016049.0,7331971.0,9598438.0,4319365.0,5931237.0,7344459.0,522118;
0,3897018.0,3882417.0,4839554.0,6925339.0,4194364.0,5967176.0,5759541;0,7182872.0,2955741.0,3235572.0,574267.0,7090067.0,6674623.0,3957931;0,3528388.0,8649633.0,594176.0,695487.0,5726632.0,864517.0,4869595;0,6016049.0,7331971.0,9598438.0,4319365.0,5931237.0,7344459.0,522118;
0,3897018.0,3882417.0,4839554.0,6928083.0,4183945.0,5974013.0,5750113;0,7182872.0,2955741.0,3235572.0,5834204.0,7183783.0,6597559.0,3858343;0,3528388.0,8649633.0,594176.0,693113.0,5754992.0,864583.0,4865439;0,6016049.0,7331971.0,9598438.0,4319365.0,5931237.0,7344459.0,522118;
0,3897018.0,3882417.0,4839554.0,694818.0,416596.0,5960518.0,5732674;0,7182872.0,2955741.0,3235572.0,5849074.0,7200526.0,664444.0,3802842;0,3528388.0,8649633.0,594176.0,693113.0,5754992.0,864583.0,4865439;0,6016049.0,7331971.0,9598438.0,4319365.0,5931237.0,7344459.0,522118;
0,3897018.0,3882417.0,4839554.0,694818.0,416596.0,5960518.0,5732674;0,7182872.0,2955741.0,3235572.0,5849074.0,7200526.0,664444.0,3802842;0,3528388.0,8649633.0,594176.0,693113.0,5754992.0,864583.0,4865439;0,6016049.0,7331971.0,9598438.0,4319365.0,5931237.0,7344459.0,522118;
0,3897018.0,3882417.0,4839554.0,694818.0,416596.0,5960518.0,5732674;0,7182872.0,2955741.0,3235572.0,5841674.0,722904.0,6631384.0,3820226;0,3528388.0,8649633.0,594176.0,6927795.0,5758676.0,8645614.0,4865144;0,6016049.0,7331971.0,9598438.0,4319365.0,5931237.0,7344459.0,522118;
0,3897018.0,3882417.0,4839554.0,694818.0,416596.0,5960518.0,5732674;0,7182872.0,2955741.0,3235572.0,5841674.0,722904.0,6631384.0,3820226;0,3528388.0,8649633.0,594176.0,6927795.0,5758676.0,8645614.0,4865144;0,6016049.0,7331971.0,9598438.0,4319365.0,5931237.0,7344459.0,522118;
0,3897018.0,3882417.0,4839554.0,6990633.0,4084813.0,5947446.0,5702186;0,7182872.0,2955741.0,3235572.0,5841674.0,722904.0,6631384.0,3820226;0,3528388.0,8649633.0,594176.0,6914498.0,5771374.0,8644434.0,4862898;0,6016049.0,7331971.0,9598438.0,4319365.0,5931237.0,7344459.0,522118;
0,3897018.0,3882417.0,4839554.0,6990633.0,4084813.0,5947446.0,5702186;0,7182872.0,2955741.0,3235572.0,5821999.0,7259679.0,663197.0,3858081;0,3528388.0,8649633.0,594176.0,6922846.0,5814688.0,8646044.0,4923428;0,6016049.0,7331971.0,9598438.0,4319365.0,5931237.0,7344459.0,522118;
0,3897018.0,3882417.0,4839554.0,697943.0,4066522.0,594332.0,5757232;0,7182872.0,2955741.0,3235572.0,5821999.0,7259679.0,663197.0,3858081;0,3528388.0,8649633.0,594176.0,6906943.0,5837201.0,8644757.0,4929188;0,6016049.0,7331971.0,9598438.0,4319365.0,5931237.0,7344459.0,522118;
0,3897018.0,3882417.0,4839554.0,7002279.0,4042934.0,5944353.0,5755292;0,7182872.0,2955741.0,3235572.0,5849288.0,7267618.0,6588319.0,3861395;0,3528388.0,8649633.0,594176.0,6906943.0,5837201.0,8644757.0,4929188;0,6016049.0,7331971.0,9598438.0,3916077.0,7425818.0,7376391.0,4312949;
0,3897018.0,3882417.0,4839554.0,7063567.0,4023621.0,5919812.0,5722262;0,7182872.0,2955741.0,3235572.0,5790072.0,72903.0,6617281.0,3870864;0,3528388.0,8649633.0,594176.0,6966894.0,5796129.0,8644779.0,4958984;0,6016049.0,7331971.0,9598438.0,3916077.0,7425818.0,7376391.0,4312949;
0,3897018.0,3882417.0,4839554.0,7063567.0,4023621.0,5919812.0,5722262;0,7182872.0,2955741.0,3235572.0,5790072.0,72903.0,6617281.0,3870864;0,3528388.0,8649633.0,594176.0,6966254.0,5810546.0,8637875.0,4981382;0,6016049.0,7331971.0,9598438.0,3916077.0,7425818.0,7376391.0,4312949;
0,3897018.0,3882417.0,4839554.0,7107604.0,4022727.0,5918138.0,5731727;0,7182872.0,2955741.0,3235572.0,5718643.0,7333465.0,6656483.0,3910998;0,3528388.0,8649633.0,594176.0,6961172.0,5816242.0,8638405.0,4980723;0,6016049.0,7331971.0,9598438.0,3916077.0,7425818.0,7376391.0,4312949;
0,3897018.0,3882417.0,4839554.0,7121476.0,3983987.0,5916979.0,5745347;0,7182872.0,2955741.0,3235572.0,5718643.0,7333465.0,6656483.0,3910998;0,3528388.0,8649633.0,594176.0,6961172.0,5816242.0,8638405.0,4980723;0,6016049.0,7331971.0,9598438.0,3916077.0,7425818.0,7376391.0,4312949;
0,3897018.0,3882417.0,4839554.0,7107409.0,398497.0,5915715.0,577575;0,7182872.0,2955741.0,3235572.0,5679983.0,7384241.0,6641699.0,3965224;0,3528388.0,8649633.0,594176.0,695387.0,5832156.0,863674.0,4990484;0,6016049.0,7331971.0,9598438.0,3916077.0,7425818.0,7376391.0,4312949;
0,3897018.0,3882417.0,4839554.0,7107409.0,398497.0,5915715.0,577575;0,7182872.0,2955741.0,3235572.0,5687875.0,7362638.0,663826.0,3992517;0,3528388.0,8649633.0,594176.0,6958924.0,5870188.0,8633052.0,5045082;0,6016049.0,7331971.0,9598438.0,3916077.0,7425818.0,7376391.0,4312949;
0,3897018.0,3882417.0,4839554.0,7107409.0,398497.0,5915715.0,577575;0,7182872.0,2955741.0,3235572.0,5701776.0,7402826.0,6610039.0,3983102;0,3528388.0,8649633.0,594176.0,700993.0,584367.0,8631169.0,5081137;0,6016049.0,7331971.0,9598438.0,3916077.0,7425818.0,7376391.0,4312949;
0,3897018.0,3882417.0,4839554.0,7107409.0,398497.0,5915715.0,577575;0,7182872.0,2955741.0,3235572.0,5638212.0,7428806.0,6597167.0,4084547;0,3528388.0,8649633.0,594176.0,6989235.0,5833769.0,8659922.0,5064541;0,6016049.0,7331971.0,9598438.0,3916077.0,7425818.0,7376391.0,4312949;
0,3897018.0,3882417.0,4839554.0,7107409.0,398497.0,5915715.0,577575;0,7182872.0,2955741.0,3235572.0,5638212.0,7428806.0,6597167.0,4084547;0,3528388.0,8649633.0,594176.0,6989235.0,5833769.0,8659922.0,5064541;0,6016049.0,7331971.0,9598438.0,3916077.0,7425818.0,7376391.0,4312949;
0,3897018.0,3882417.0,4839554.0,7106489.0,4041395.0,5916823.0,5768315;0,7182872.0,2955741.0,3235572.0,5601919.0,7353172.0,6694374.0,4081683;0,3528388.0,8649633.0,594176.0,6997246.0,5837917.0,8661379.0,5082883;0,6016049.0,7331971.0,9598438.0,3812114.0,7550344.0,7045066.0,4234456;
0,3897018.0,3882417.0,4839554.0,7106489.0,4041395.0,5916823.0,5768315;0,7182872.0,2955741.0,3235572.0,5558839.0,7428433.0,6694571.0,4127235;0,3528388.0,8649633.0,594176.0,6997246.0,5837917.0,8661379.0,5082883;0,6016049.0,7331971.0,9598438.0,3812114.0,7550344.0,7045066.0,4234456;
0,3897018.0,3882417.0,4839554.0,7106489.0,4041395.0,5916823.0,5768315;0,7182872.0,2955741.0,3235572.0,5558839.0,7428433.0,6694571.0,4127235;0,3528388.0,8649633.0,594176.0,6997246.0,5837917.0,8661379.0,5082883;0,6016049.0,7331971.0,9598438.0,3747456.0,7431016.0,6958955.0,413382;
0,3897018.0,3882417.0,4839554.0,7106489.0,4041395.0,5916823.0,5768315;0,7182872.0,2955741.0,3235572.0,5475907.0,7459207.0,6712148.0,4214139;0,3528388.0,8649633.0,594176.0,6999717.0,583275.0,8663286.0,5083548;0,6016049.0,7331971.0,9598438.0,3759507.0,7426617.0,6932715.0,4159574;
0,3897018.0,3882417.0,4839554.0,7106489.0,4041395.0,5916823.0,5768315;0,7182872.0,2955741.0,3235572.0,5392812.0,7493164.0,6789263.0,4210184;0,3528388.0,8649633.0,594176.0,6991289.0,5814446.0,8668879.0,505985;0,6016049.0,7331971.0,9598438.0,3871934.0,7417406.0,6929912.0,4290898;
0,3897018.0,3882417.0,4839554.0,7106489.0,4041395.0,5916823.0,5768315;0,7182872.0,2955741.0,3235572.0,5412877.0,7501795.0,6772678.0,4192934;0,3528388.0,8649633.0,594176.0,7002851.0,5806052.0,8672476.0,5072095;0,6016049.0,7331971.0,9598438.0,3838901.0,7420436.0,6916916.0,4258614;
0,3897018.0,3882417.0,4839554.0,7106489.0,4041395.0,5916823.0,5768315;0,7182872.0,2955741.0,3235572.0,5412877.0,7501795.0,6772678.0,4192934;0,3528388.0,8649633.0,594176.0,6994658.0,5825335.0,8636162.0,5117504;0,6016049.0,7331971.0,9598438.0,3838901.0,7420436.0,6916916.0,4258614;
0,3897018.0,3882417.0,4839554.0,7105443.0,4035224.0,591639.0,5770637;0,7182872.0,2955741.0,3235572.0,5392812.0,7493164.0,6789263.0,4210184;0,3528388.0,8649633.0,594176.0,6982618.0,5816279.0,8627734.0,5098446;0,6016049.0,7331971.0,9598438.0,3838901.0,7420436.0,6916916.0,4258614;
0,3897018.0,3882417.0,4839554.0,7105443.0,4035224.0,591639.0,5770637;0,7182872.0,2955741.0,3235572.0,5392812.0,7493164.0,6789263.0,4210184;0,3528388.0,8649633.0,594176.0,6965262.0,5829636.0,8597979.0,5108721;0,6016049.0,7331971.0,9598438.0,3838901.0,7420436.0,6916916.0,4258614;
0,3897018.0,3882417.0,4839554.0,7165936.0,3989484.0,5913092.0,5731334;0,7182872.0,2955741.0,3235572.0,5394801.0,7534317.0,6804812.0,4144726;0,3528388.0,8649633.0,594176.0,6953601.0,5837457.0,8581895.0,5109431;0,6016049.0,7331971.0,9598438.0,3838901.0,7420436.0,6916916.0,4258614;
0,3897018.0,3882417.0,4839554.0,7165936.0,3989484.0,5913092.0,5731334;0,7182872.0,2955741.0,3235572.0,5339033.0,7518654.0,6856828.0,4175884;0,3528388.0,8649633.0,594176.0,6953601.0,5837457.0,8581895.0,5109431;0,6016049.0,7331971.0,9598438.0,3838901.0,7420436.0,6916916.0,4258614;
0,3897018.0,3882417.0,4839554.0,7165936.0,3989484.0,5913092.0,5731334;0,7182872.0,2955741.0,3235572.0,5406011.0,7477994.0,6843121.0,4117739;0,3528388.0,8649633.0,594176.0,6921301.0,5849372.0,8531147.0,5116211;0,6016049.0,7331971.0,9598438.0,3871934.0,7417406.0,6929912.0,4290898;
0,3897018.0,3882417.0,4839554.0,7165936.0,3989484.0,5913092.0,5731334;0,7182872.0,2955741.0,3235572.0,5406011.0,7477994.0,6843121.0,4117739;0,3528388.0,8649633.0,594176.0,6921301.0,5849372.0,8531147.0,5116211;0,6016049.0,7331971.0,9598438.0,3890963.0,7405604.0,692808.0,4308683;
0,3897018.0,3882417.0,4839554.0,7224838.0,3921478.0,5909367.0,5716336;0,7182872.0,2955741.0,3235572.0,540764.0,7518001.0,6778867.0,4176179;0,3528388.0,8649633.0,594176.0,6921301.0,5849372.0,8531147.0,5116211;0,6016049.0,7331971.0,9598438.0,3890963.0,7405604.0,692808.0,4308683;
0,3897018.0,3882417.0,4839554.0,7224838.0,3921478.0,5909367.0,5716336;0,7182872.0,2955741.0,3235572.0,540764.0,7518001.0,6778867.0,4176179;0,3528388.0,8649633.0,594176.0,6870918.0,5874446.0,8425855.0,5124136;0,6016049.0,7331971.0,9598438.0,3941359.0,742195.0,6910418.0,4386475;
0,3897018.0,3882417.0,4839554.0,7224838.0,3921478.0,5909367.0,5716336;0,7182872.0,2955741.0,3235572.0,540764.0,7518001.0,6778867.0,4176179;0,3528388.0,8649633.0,594176.0,6874505.0,587855.0,8433156.0,5127031;0,6016049.0,7331971.0,9598438.0,3941359.0,742195.0,6910418.0,4386475;
0,3897018.0,3882417.0,4839554.0,7224838.0,3921478.0,5909367.0,5716336;0,7182872.0,2955741.0,3235572.0,540764.0,7518001.0,6778867.0,4176179;0,3528388.0,8649633.0,594176.0,6839371.0,5905209.0,8405598.0,5138099;0,6016049.0,7331971.0,9598438.0,4008187.0,7428439.0,6936202.0,4458804;
0,3897018.0,3882417.0,4839554.0,7224838.0,3921478.0,5909367.0,5716336;0,7182872.0,2955741.0,3235572.0,540764.0,7518001.0,6778867.0,4176179;0,3528388.0,8649633.0,594176.0,6839371.0,5905209.0,8405598.0,5138099;0,6016049.0,7331971.0,9598438.0,4008187.0,7428439.0,6936202.0,4458804;
0,3897018.0,3882417.0,4839554.0,7224838.0,3921478.0,5909367.0,5716336;0,7182872.0,2955741.0,3235572.0,540764.0,7518001.0,6778867.0,4176179;0,3528388.0,8649633.0,594176.0,6850575.0,5905266.0,8421355.0,5138355;0,6016049.0,7331971.0,9598438.0,4123488.0,743265.0,6957626.0,4589103;
0,3897018.0,3882417.0,4839554.0,7224838.0,3921478.0,5909367.0,5716336;0,7182872.0,2955741.0,3235572.0,540764.0,7518001.0,6778867.0,4176179;0,3528388.0,8649633.0,594176.0,6850575.0,5905266.0,8421355.0,5138355;0,6016049.0,7331971.0,9598438.0,4123488.0,743265.0,6957626.0,4589103;
0,3897018.0,3882417.0,4839554.0,7255281.0,3911919.0,5909005.0,56772;0,7182872.0,2955741.0,3235572.0,540764.0,7518001.0,6778867.0,4176179;0,3528388.0,8649633.0,594176.0,678189.0,5986776.0,8432858.0,5134075;0,6016049.0,7331971.0,9598438.0,4126245.0,7438812.0,6966459.0,459181;
0,3897018.0,3882417.0,4839554.0,7255281.0,3911919.0,5909005.0,56772;0,7182872.0,2955741.0,3235572.0,5248958.0,7403924.0,6888094.0,4271417;0,3528388.0,8649633.0,594176.0,678189.0,5986776.0,8432858.0,5134075;0,6016049.0,7331971.0,9598438.0,4213619.0,7458529.0,6960004.0,4710669;
0,3897018.0,3882417.0,4839554.0,7255281.0,3911919.0,5909005.0,56772;0,7182872.0,2955741.0,3235572.0,512494.0,7311879.0,7000464.0,4377553;0,3528388.0,8649633.0,594176.0,6719124.0,5984615.0,8345369.0,5129526;0,6016049.0,7331971.0,9598438.0,4200097.0,7457297.0,6964024.0,4691761;
