0,6085019.0,5758138.0,1366433.0,540627.0,5184576.0,5499418.0,2181398.0,4;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,540627.0,5184576.0,5499418.0,2181398.0,4;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,540627.0,5184576.0,5499418.0,2181398.0,4;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,5588359.0,4542206.0,5121128.0,2080292.0,35;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,5588359.0,4542206.0,5121128.0,2080292.0,35;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,6269675.0,524358.0,5120962.0,2255718.0,35;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,6624214.0,574958.0,5388296.0,2668557.0,35;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,7093519.0,5732683.0,5176243.0,2108494.0,4;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,7227347.0,5704849.0,512447.0,2078075.0,5;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,7764834.0,5837333.0,5179767.0,1889967.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,7764834.0,5837333.0,5179767.0,1889967.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,7764834.0,5837333.0,5179767.0,1889967.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,8171928.0,5698799.0,5065295.0,1820419.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,8171928.0,5698799.0,5065295.0,1820419.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,8171928.0,5698799.0,5065295.0,1820419.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,8171928.0,5698799.0,5065295.0,1820419.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,824395.0,5709327.0,5163189.0,1806821.0,5;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,841266.0,5686877.0,510015.0,1565556.0,5;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,8499413.0,5691084.0,5172021.0,1532819.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,865132.0,5608291.0,5286898.0,1279604.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,884103.0,5631564.0,5468888.0,1154445.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,8958477.0,5631564.0,5532005.0,1154445.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,8958477.0,5631564.0,5532005.0,1154445.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,8958477.0,5631564.0,5532005.0,1154445.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,8942032.0,5622329.0,5545297.0,1149809.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,8942032.0,5622329.0,5545297.0,1149809.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,8987725.0,5641724.0,5586432.0,1159546.0,5;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,8987244.0,5641724.0,5661408.0,1159546.0,5;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,8987244.0,5641724.0,5661408.0,1159546.0,5;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9058403.0,5656962.0,5672305.0,1215029.0,7;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9058403.0,5656962.0,5672305.0,1215029.0,7;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9058403.0,5656962.0,5672305.0,1215029.0,7;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9025945.0,5644264.0,5677978.0,1216626.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9075112.0,5663889.0,5727435.0,1231551.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9171181.0,5691596.0,5847179.0,1245461.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9288566.0,5710298.0,5806053.0,1260938.0,5;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9308598.0,5724173.0,583229.0,1248133.0,65;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,929689.0,572254.0,5844615.0,1255894.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,929689.0,572254.0,5844615.0,1255894.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,929689.0,572254.0,5844615.0,1255894.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,929689.0,572254.0,5844615.0,1255894.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,929689.0,572254.0,5844615.0,1255894.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9362164.0,5724968.0,5851799.0,1192407.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,936787.0,5743904.0,5894457.0,1199362.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9369186.0,5744713.0,5893025.0,1198493.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9369186.0,5744713.0,5893025.0,1198493.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9371712.0,5745234.0,5889893.0,1197478.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9371712.0,5745234.0,5889893.0,1197478.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9377262.0,5746332.0,5884426.0,1196754.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9351631.0,5768414.0,5882718.0,1147209.0,7;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9343798.0,5771323.0,5887266.0,114069.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9343798.0,5771323.0,5887266.0,114069.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9349254.0,5773734.0,588137.0,11381.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9349254.0,5773734.0,588137.0,11381.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9349254.0,5773734.0,588137.0,11381.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9349254.0,5773734.0,588137.0,11381.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9349254.0,5773734.0,588137.0,11381.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9349535.0,5780959.0,5875524.0,1125587.0,5;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9346991.0,577167.0,5866656.0,1123555.0,5;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9361842.0,5819957.0,5866172.0,1129587.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9361982.0,5818861.0,5864025.0,1128718.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9361982.0,5818861.0,5864025.0,1128718.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9385941.0,5843743.0,586465.0,1129098.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9385941.0,5843743.0,586465.0,1129098.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9385941.0,5843743.0,586465.0,1129098.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9420477.0,5816813.0,5863577.0,1189745.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,947154.0,5880436.0,5859768.0,1189174.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9463371.0,5863239.0,5859175.0,1189057.0,65;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9463371.0,5863239.0,5859175.0,1189057.0,65;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9496973.0,5901754.0,5857742.0,1189024.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9509748.0,591121.0,5858094.0,1189138.0,65;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9509748.0,591121.0,5858094.0,1189138.0,65;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9509748.0,591121.0,5858094.0,1189138.0,65;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,953694.0,5909806.0,5860315.0,1189616.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9565151.0,5939755.0,5861647.0,1189989.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9565151.0,5939755.0,5861647.0,1189989.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9532126.0,5905819.0,5861598.0,1189904.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9518523.0,5890754.0,586192.0,1189964.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9518523.0,5890754.0,586192.0,1189964.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9561926.0,593622.0,5861301.0,1189887.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9582525.0,5955672.0,5859302.0,1189653.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9572229.0,5945213.0,5859433.0,1189651.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9558094.0,5916191.0,5859203.0,1189594.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,955344.0,5910689.0,5858446.0,1189414.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9547634.0,5905619.0,585956.0,1189616.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9547634.0,5905619.0,585956.0,1189616.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9543335.0,5901235.0,585987.0,118967.0,7;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9519229.0,5874867.0,5859482.0,1189544.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9515635.0,5871482.0,5859907.0,1189653.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9515635.0,5871482.0,5859907.0,1189653.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9523651.0,5879478.0,58596.0,1189603.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9523651.0,5879478.0,58596.0,1189603.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9544209.0,5900454.0,5859408.0,1189589.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9544209.0,5900454.0,5859408.0,1189589.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9544209.0,5900454.0,5859408.0,1189589.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,954273.0,5899679.0,5860332.0,1189761.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9546077.0,5902787.0,5859906.0,1189674.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9542549.0,5899581.0,5860445.0,1189787.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9503655.0,5971087.0,5860906.0,1235757.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9503655.0,5971087.0,5860906.0,1235757.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,94889.0,5997745.0,5795569.0,125875.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,94889.0,5997745.0,5795569.0,125875.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,950208.0,5993537.0,5800602.0,1274631.0,65;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9490564.0,5992839.0,5795409.0,1281648.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9490564.0,5992839.0,5795409.0,1281648.0,6;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9490631.0,6006461.0,5789787.0,1290071.0,55;2,057143;0,05237143;20;False;
0,6085019.0,5758138.0,1366433.0,9520574.0,6000715.0,5795478.0,1304613.0,6;2,057143;0,05237143;20;False;
