0,7735144.0,9847288.0,2812696.0,6304112.0,4383442.0,4666215.0,4441501.0,6;0,8234088.0,5370285.0,03304124.0,6809275.0,4517389.0,4419191.0,4286667.0,7;0,1616708.0,3838707.0,6013719.0,8857499.0,3211838.0,3873091.0,4929744.0,6333333;0,3127717.0,3883206.0,7411503.0,9239543.0,3947379.0,4083666.0,6481997.0,7;0,3293703.0,2611155.0,2047645.0,836516.0,3545296.0,3993642.0,4477464.0,8;0,3576643.0,07723296.0,4926429.0,814986.0,3485582.0,3957916.0,4884329.0,3666667;0,1040888.0,4690457.0,8270912.0,80481.0,3905233.0,4172409.0,6602479.0,6333333;0,335555.0,3544998.0,8247401.0,9064091.0,3855428.0,4085787.0,683583.0,8666667;0,2588376.0,6508247.0,221905.0,823579.0,3446569.0,6290596.0,5135506.0,7666667;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6298326.0,4425777.0,4630568.0,4455337.0,6666667;0,8234088.0,5370285.0,03304124.0,6855829.0,4593394.0,4461813.0,4261358.0,6;0,1616708.0,3838707.0,6013719.0,8868453.0,3209647.0,3894138.0,4967841.0,7;0,3127717.0,3883206.0,7411503.0,9185966.0,3952695.0,4133541.0,6400985.0,7;0,3293703.0,2611155.0,2047645.0,8361558.0,3548486.0,4001161.0,4479057.0,7666667;0,3576643.0,07723296.0,4926429.0,8201018.0,3470159.0,3869841.0,4878686.0,4;0,1040888.0,4690457.0,8270912.0,8038113.0,3941135.0,4168881.0,6615654.0,6666667;0,335555.0,3544998.0,8247401.0,9056342.0,387457.0,4072858.0,6808929.0,8666667;0,2588376.0,6508247.0,221905.0,8274776.0,3445451.0,6301548.0,5066183.0,9666666;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6309031.0,4462164.0,463166.0,4455772.0,5666667;0,8234088.0,5370285.0,03304124.0,6846317.0,4609805.0,4408697.0,4288974.0,5333334;0,1616708.0,3838707.0,6013719.0,8874027.0,3197348.0,3826533.0,4962402.0,6666667;0,3127717.0,3883206.0,7411503.0,9176752.0,3970396.0,4100524.0,6387528.0,6666667;0,3293703.0,2611155.0,2047645.0,8348346.0,3546984.0,3996657.0,4508059.0,8;0,3576643.0,07723296.0,4926429.0,8224109.0,3477448.0,3831262.0,4881834.0,4333333;0,1040888.0,4690457.0,8270912.0,8036499.0,3942369.0,4164346.0,6615389.0,6333333;0,335555.0,3544998.0,8247401.0,9056342.0,387457.0,4072858.0,6808929.0,8666667;0,2588376.0,6508247.0,221905.0,8286936.0,3459725.0,6318074.0,503827.1,1;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6317574.0,4478542.0,4637985.0,4449799.0,5666667;0,8234088.0,5370285.0,03304124.0,6852351.0,461862.0,4367829.0,4272099.0,7;0,1616708.0,3838707.0,6013719.0,8875707.0,3191047.0,3811734.0,495679.0,7;0,3127717.0,3883206.0,7411503.0,9161654.0,3969223.0,4110307.0,6347696.0,7333333;0,3293703.0,2611155.0,2047645.0,8331463.0,3580066.0,4000488.0,4539455.0,7333333;0,3576643.0,07723296.0,4926429.0,8230186.0,34768.0,3822928.0,4882956.0,5333334;0,1040888.0,4690457.0,8270912.0,8037553.0,3953967.0,4158816.0,6644845.0,6333333;0,335555.0,3544998.0,8247401.0,9061677.0,386181.0,407429.0,6816075.0,9;0,2588376.0,6508247.0,221905.0,8284378.0,3446671.0,6309106.0,504872.1;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6317574.0,4478542.0,4637985.0,4449799.0,5666667;0,8234088.0,5370285.0,03304124.0,6852351.0,461862.0,4367829.0,4272099.0,7;0,1616708.0,3838707.0,6013719.0,8892348.0,3161318.0,3775014.0,4962919.0,6333333;0,3127717.0,3883206.0,7411503.0,9142779.0,3957344.0,4093561.0,6278136.0,6333333;0,3293703.0,2611155.0,2047645.0,8331463.0,3580066.0,4000488.0,4539455.0,7333333;0,3576643.0,07723296.0,4926429.0,8239699.0,3510155.0,3806784.0,4836178.0,6333333;0,1040888.0,4690457.0,8270912.0,8037553.0,3953967.0,4158816.0,6644845.0,6333333;0,335555.0,3544998.0,8247401.0,9057376.0,3894331.0,4071517.0,6819931.1,1;0,2588376.0,6508247.0,221905.0,8284378.0,3446671.0,6309106.0,504872.1;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6317574.0,4478542.0,4637985.0,4449799.0,5666667;0,8234088.0,5370285.0,03304124.0,6852351.0,461862.0,4367829.0,4272099.0,7;0,1616708.0,3838707.0,6013719.0,888566.0,3154227.0,3743116.0,4940633.0,6;0,3127717.0,3883206.0,7411503.0,9163539.0,3977013.0,4110208.0,633518.0,6;0,3293703.0,2611155.0,2047645.0,8331463.0,3580066.0,4000488.0,4539455.0,7333333;0,3576643.0,07723296.0,4926429.0,824838.0,3531357.0,3790089.0,480982.0,7666667;0,1040888.0,4690457.0,8270912.0,8037553.0,3953967.0,4158816.0,6644845.0,6333333;0,335555.0,3544998.0,8247401.0,9056051.0,390334.0,407416.0,6821907.1;0,2588376.0,6508247.0,221905.0,8284378.0,3446671.0,6309106.0,504872.1;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6317574.0,4478542.0,4637985.0,4449799.0,5666667;0,8234088.0,5370285.0,03304124.0,6852351.0,461862.0,4367829.0,4272099.0,7;0,1616708.0,3838707.0,6013719.0,8904866.0,3114199.0,3711078.0,4937232.0,6666667;0,3127717.0,3883206.0,7411503.0,9166882.0,3993463.0,4102469.0,6357906.0,6333333;0,3293703.0,2611155.0,2047645.0,831706.0,3574523.0,3995395.0,4571018.0,7666667;0,3576643.0,07723296.0,4926429.0,8300911.0,3549741.0,3699323.0,4850462.0,8333333;0,1040888.0,4690457.0,8270912.0,8010359.0,4002725.0,4144931.0,6642121.0,5666667;0,335555.0,3544998.0,8247401.0,9069178.0,3895737.0,4078236.0,6846286.0,9333333;0,2588376.0,6508247.0,221905.0,8284378.0,3446671.0,6309106.0,504872.1;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6262551.0,4502825.0,4510605.0,4477077.0,5;0,8234088.0,5370285.0,03304124.0,6854478.0,4626339.0,4397869.0,4283783.0,6666667;0,1616708.0,3838707.0,6013719.0,890072.0,3113019.0,3691207.0,4921885.0,6333333;0,3127717.0,3883206.0,7411503.0,9166882.0,3993463.0,4102469.0,6357906.0,6333333;0,3293703.0,2611155.0,2047645.0,831706.0,3574523.0,3995395.0,4571018.0,7666667;0,3576643.0,07723296.0,4926429.0,8318272.0,3559872.0,3669053.0,484345.0,8;0,1040888.0,4690457.0,8270912.0,7987826.0,4038038.0,4152151.0,6623712.0,5333334;0,335555.0,3544998.0,8247401.0,9069474.0,3898802.0,4053995.0,684357.0,9333333;0,2588376.0,6508247.0,221905.0,8284378.0,3446671.0,6309106.0,504872.1;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,627292.0,4492671.0,4533105.0,4457937.0,4666667;0,8234088.0,5370285.0,03304124.0,6848228.0,4605197.0,4410976.0,4283742.0,6;0,1616708.0,3838707.0,6013719.0,8900722.0,3110307.0,3682385.0,4926036.0,5666667;0,3127717.0,3883206.0,7411503.0,9157801.0,3982614.0,4114179.0,6338959.0,5333334;0,3293703.0,2611155.0,2047645.0,831991.0,3582759.0,3994406.0,4563583.0,7;0,3576643.0,07723296.0,4926429.0,8318726.0,3558542.0,3669203.0,485785.0,8666667;0,1040888.0,4690457.0,8270912.0,7987826.0,4038038.0,4152151.0,6623712.0,5333334;0,335555.0,3544998.0,8247401.0,9041367.0,3928988.0,4025496.0,6801884.0,9666666;0,2588376.0,6508247.0,221905.0,8296618.0,3448653.0,6307939.0,5025883.0,9666666;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6274658.0,4484102.0,4539641.0,4454103.0,5;0,8234088.0,5370285.0,03304124.0,6835592.0,4602656.0,4397594.0,4307927.0,5333334;0,1616708.0,3838707.0,6013719.0,8909209.0,3090877.0,3682958.0,4917628.0,6333333;0,3127717.0,3883206.0,7411503.0,9184025.0,3977441.0,4111281.0,6392538.0,5666667;0,3293703.0,2611155.0,2047645.0,8326548.0,3588355.0,3998408.0,454682.0,6666667;0,3576643.0,07723296.0,4926429.0,8333473.0,3564075.0,3648286.0,4892783.0,8333333;0,1040888.0,4690457.0,8270912.0,7988802.0,4039325.0,415482.0,6628872.0,5333334;0,335555.0,3544998.0,8247401.0,9045778.0,3941125.0,40227.0,6814242.1;0,2588376.0,6508247.0,221905.0,8324509.0,344721.0,6313239.0,4976373.0,9333333;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6268092.0,4481966.0,4527259.0,4458129.0,5333334;0,8234088.0,5370285.0,03304124.0,682972.0,4585152.0,4403672.0,4307592.0,5333334;0,1616708.0,3838707.0,6013719.0,8921491.0,3055762.0,3675143.0,489922.0,6;0,3127717.0,3883206.0,7411503.0,9185832.0,3993894.0,4111805.0,6410979.0,6;0,3293703.0,2611155.0,2047645.0,8336735.0,358427.0,400203.0,4524188.0,6333333;0,3576643.0,07723296.0,4926429.0,8353736.0,3568663.0,3613808.0,4899167.0,9;0,1040888.0,4690457.0,8270912.0,7988802.0,4039325.0,415482.0,6628872.0,5333334;0,335555.0,3544998.0,8247401.0,9045778.0,3941125.0,40227.0,6814242.1;0,2588376.0,6508247.0,221905.0,8322871.0,3446135.0,6313385.0,4979423.0,9;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6263558.0,4482699.0,4522792.0,4478216.0,5333334;0,8234088.0,5370285.0,03304124.0,6824529.0,4571194.0,4406241.0,4308113.0,5333334;0,1616708.0,3838707.0,6013719.0,8929364.0,3070795.0,3734632.0,4933951.0,6;0,3127717.0,3883206.0,7411503.0,9177963.0,3985027.0,4122694.0,6396998.0,5333334;0,3293703.0,2611155.0,2047645.0,8350419.0,3615285.0,3961553.0,4519251.0,5;0,3576643.0,07723296.0,4926429.0,8348273.0,3564817.0,362319.0,4909061.0,9333333;0,1040888.0,4690457.0,8270912.0,7971806.0,4066764.0,4146074.0,6622636.0,5;0,335555.0,3544998.0,8247401.0,9050628.0,3959183.0,400267.0,6833016.0,7666667;0,2588376.0,6508247.0,221905.0,8441492.0,344206.0,6315237.0,4766064.0,5333334;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6287123.0,4499069.0,4569594.0,4492689.0,6;0,8234088.0,5370285.0,03304124.0,6824529.0,4571194.0,4406241.0,4308113.0,5333334;0,1616708.0,3838707.0,6013719.0,8928074.0,3070475.0,3724279.0,4933898.0,5666667;0,3127717.0,3883206.0,7411503.0,9199798.0,3992627.0,4140856.0,6463653.0,7666667;0,3293703.0,2611155.0,2047645.0,8350419.0,3615285.0,3961553.0,4519251.0,5;0,3576643.0,07723296.0,4926429.0,8348273.0,3564817.0,362319.0,4909061.0,9333333;0,1040888.0,4690457.0,8270912.0,7975395.0,4079943.0,4166193.0,6655019.0,5666667;0,335555.0,3544998.0,8247401.0,9035566.0,3955845.0,3979822.0,6799852.0,7666667;0,2588376.0,6508247.0,221905.0,8455614.0,3442782.0,6316229.0,4739809.0,5;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,629718.0,4557086.0,4569171.0,4521227.0,5666667;0,8234088.0,5370285.0,03304124.0,6833194.0,4584998.0,4416103.0,4301958.0,5;0,1616708.0,3838707.0,6013719.0,8933292.0,3062187.0,3729364.0,4933874.0,6;0,3127717.0,3883206.0,7411503.0,9207438.0,4007357.0,4127676.0,6485761.0,8666667;0,3293703.0,2611155.0,2047645.0,8334162.0,3618969.0,3956755.0,4554078.0,5333334;0,3576643.0,07723296.0,4926429.0,8342586.0,3564012.0,3632733.0,489784.0,9666666;0,1040888.0,4690457.0,8270912.0,7975395.0,4079943.0,4166193.0,6655019.0,5666667;0,335555.0,3544998.0,8247401.0,9035067.0,396346.0,3969266.0,6798139.0,8;0,2588376.0,6508247.0,221905.0,8452001.0,3445238.0,6310152.0,4745467.0,5333334;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6342151.0,4575278.0,4647688.0,4499846.0,5;0,8234088.0,5370285.0,03304124.0,6818448.0,4568128.0,4418499.0,4323479.0,5666667;0,1616708.0,3838707.0,6013719.0,8936175.0,305607.0,3749835.0,4923633.0,6333333;0,3127717.0,3883206.0,7411503.0,9207438.0,4007357.0,4127676.0,6485761.0,8666667;0,3293703.0,2611155.0,2047645.0,8330891.0,3586541.0,3955947.0,4567292.0,5;0,3576643.0,07723296.0,4926429.0,8323544.0,3567544.0,3664825.0,4868003.1;0,1040888.0,4690457.0,8270912.0,7975395.0,4079943.0,4166193.0,6655019.0,5666667;0,335555.0,3544998.0,8247401.0,9027908.0,3983194.0,3966641.0,6787271.0,7666667;0,2588376.0,6508247.0,221905.0,8459828.0,3447911.0,630572.0,472986.0,5333334;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6333264.0,4564763.0,4649255.0,4540558.0,5333334;0,8234088.0,5370285.0,03304124.0,6818448.0,4568128.0,4418499.0,4323479.0,5666667;0,1616708.0,3838707.0,6013719.0,8920749.0,3086474.0,3789662.0,4929224.0,6666667;0,3127717.0,3883206.0,7411503.0,9213413.0,3999399.0,4141437.0,6497533.0,8333333;0,3293703.0,2611155.0,2047645.0,8323446.0,3541386.0,3957613.0,4581294.0,5333334;0,3576643.0,07723296.0,4926429.0,8329638.0,3555509.0,3653674.0,4872418.1,033333;0,1040888.0,4690457.0,8270912.0,7997022.0,4029465.0,4222898.0,6623459.0,4666667;0,335555.0,3544998.0,8247401.0,9020743.0,4015595.0,3920484.0,6784304.0,7333333;0,2588376.0,6508247.0,221905.0,8431783.0,3445821.0,6301184.0,4782503.0,5333334;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,632939.0,4638694.0,4552433.0,4411376.0,5333334;0,8234088.0,5370285.0,03304124.0,6824286.0,4615847.0,4476009.0,4361051.0,5666667;0,1616708.0,3838707.0,6013719.0,89386.0,3055371.0,3718716.0,4923683.0,6333333;0,3127717.0,3883206.0,7411503.0,9263032.0,4008749.0,4086357.0,6599011.1,033333;0,3293703.0,2611155.0,2047645.0,8189533.0,3589616.0,3994168.0,4817571.0,5333334;0,3576643.0,07723296.0,4926429.0,832725.0,3556674.0,365648.0,4881917.0,9333333;0,1040888.0,4690457.0,8270912.0,8034245.0,3976936.0,4180534.0,6674953.0,6333333;0,335555.0,3544998.0,8247401.0,9014202.0,4040408.0,3889889.0,6780426.0,7666667;0,2588376.0,6508247.0,221905.0,8460795.0,3530134.0,6291608.0,4685651.0,6;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6359879.0,4710504.0,4566828.0,4389346.0,6666667;0,8234088.0,5370285.0,03304124.0,6833976.0,4635711.0,4529587.0,437283.0,7333333;0,1616708.0,3838707.0,6013719.0,8933185.0,3057401.0,3716063.0,4911022.0,5666667;0,3127717.0,3883206.0,7411503.0,9285877.0,3999636.0,4076108.0,6642447.1;0,3293703.0,2611155.0,2047645.0,8193421.0,3563134.0,3949851.0,4840195.0,6;0,3576643.0,07723296.0,4926429.0,832725.0,3556674.0,365648.0,4881917.0,9333333;0,1040888.0,4690457.0,8270912.0,8066217.0,392848.0,4191543.0,6700764.0,6666667;0,335555.0,3544998.0,8247401.0,8997544.0,4044347.0,3883555.0,6744514.0,7666667;0,2588376.0,6508247.0,221905.0,8511881.0,3552718.0,630276.0,4582457.0,6333333;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6360421.0,4728434.0,4561735.0,4392797.0,5666667;0,8234088.0,5370285.0,03304124.0,6832033.0,46352.0,4554275.0,4382424.0,6666667;0,1616708.0,3838707.0,6013719.0,8949943.0,3035668.0,373281.0,4925184.0,6;0,3127717.0,3883206.0,7411503.0,9283083.0,3998912.0,4075035.0,6636472.0,9666666;0,3293703.0,2611155.0,2047645.0,8195378.0,3520118.0,3940357.0,4839194.0,6666667;0,3576643.0,07723296.0,4926429.0,8325077.0,3547939.0,3660393.0,4890727.0,8;0,1040888.0,4690457.0,8270912.0,8069476.0,3953736.0,4187969.0,6752865.0,6;0,335555.0,3544998.0,8247401.0,899377.0,4038002.0,3874238.0,6731638.0,8;0,2588376.0,6508247.0,221905.0,8517284.0,3509391.0,6320137.0,4582114.0,8333333;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6383327.0,4732585.0,4608625.0,4396716.0,5666667;0,8234088.0,5370285.0,03304124.0,6839284.0,4689741.0,4583264.0,4415978.0,5666667;0,1616708.0,3838707.0,6013719.0,8949943.0,3035668.0,373281.0,4925184.0,6;0,3127717.0,3883206.0,7411503.0,9271829.0,4037583.0,409653.0,6668289.1,2;0,3293703.0,2611155.0,2047645.0,8152139.0,3520749.0,3919411.0,4921388.0,6666667;0,3576643.0,07723296.0,4926429.0,8359553.0,3534301.0,3600086.0,4930544.0,6;0,1040888.0,4690457.0,8270912.0,8050798.0,4010812.0,4156145.0,6796426.0,6;0,335555.0,3544998.0,8247401.0,8979673.0,40292.0,3861879.0,6699979.0,7333333;0,2588376.0,6508247.0,221905.0,8492985.0,3568394.0,6319385.0,4598181.0,7666667;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6383327.0,4732585.0,4608625.0,4396716.0,5666667;0,8234088.0,5370285.0,03304124.0,6839284.0,4689741.0,4583264.0,4415978.0,5666667;0,1616708.0,3838707.0,6013719.0,8952184.0,303738.0,3735537.0,4929213.0,6333333;0,3127717.0,3883206.0,7411503.0,9283249.0,4023164.0,4078291.0,6675081.1;0,3293703.0,2611155.0,2047645.0,8157439.0,351425.0,3907458.0,491751.0,7;0,3576643.0,07723296.0,4926429.0,8362227.0,3538411.0,3594797.0,4928435.0,5666667;0,1040888.0,4690457.0,8270912.0,8050696.0,4038876.0,4126112.0,6872648.0,6666667;0,335555.0,3544998.0,8247401.0,8988727.0,4055783.0,3858748.0,6730378.0,8;0,2588376.0,6508247.0,221905.0,847302.0,3592378.0,6309556.0,4619642.0,8;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6383327.0,4732585.0,4608625.0,4396716.0,5666667;0,8234088.0,5370285.0,03304124.0,6839284.0,4689741.0,4583264.0,4415978.0,5666667;0,1616708.0,3838707.0,6013719.0,8950846.0,3039735.0,3730695.0,493093.0,6;0,3127717.0,3883206.0,7411503.0,9279255.0,4030272.0,4076974.0,6675346.0,9666666;0,3293703.0,2611155.0,2047645.0,8143585.0,3509825.0,3894592.0,4947997.0,6666667;0,3576643.0,07723296.0,4926429.0,8299938.0,3533428.0,3702971.0,4897763.0,6333333;0,1040888.0,4690457.0,8270912.0,8059058.0,4028151.0,4099097.0,6890253.0,6;0,335555.0,3544998.0,8247401.0,8990339.0,4038546.0,3845856.0,6722456.0,8666667;0,2588376.0,6508247.0,221905.0,847302.0,3592378.0,6309556.0,4619642.0,8;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6388661.0,4746069.0,4613331.0,4396528.0,5333334;0,8234088.0,5370285.0,03304124.0,6842901.0,4700548.0,4586385.0,4416994.0,5333334;0,1616708.0,3838707.0,6013719.0,8938814.0,3065936.0,375972.0,4926113.0,5666667;0,3127717.0,3883206.0,7411503.0,9288625.0,4014757.0,4078468.0,6681908.0,9666666;0,3293703.0,2611155.0,2047645.0,812013.0,3504542.0,3895034.0,4992211.0,6333333;0,3576643.0,07723296.0,4926429.0,8232495.0,3512006.0,3820453.0,4860765.0,5333334;0,1040888.0,4690457.0,8270912.0,8052082.0,4040549.0,4110429.0,6881893.0,6333333;0,335555.0,3544998.0,8247401.0,9003688.0,4018653.0,3845355.0,6735663.0,9;0,2588376.0,6508247.0,221905.0,8477772.0,3596905.0,6300561.0,4608326.0,8;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,639464.0,4771531.0,4612143.0,4396268.0,5;0,8234088.0,5370285.0,03304124.0,6842901.0,4700548.0,4586385.0,4416994.0,5333334;0,1616708.0,3838707.0,6013719.0,8938814.0,3065936.0,375972.0,4926113.0,5666667;0,3127717.0,3883206.0,7411503.0,9291031.0,4016064.0,4074236.0,6686142.1;0,3293703.0,2611155.0,2047645.0,8137391.0,3575482.0,3860722.0,496073.0,7;0,3576643.0,07723296.0,4926429.0,8187529.0,3478985.0,3896376.0,4861262.0,5666667;0,1040888.0,4690457.0,8270912.0,8042024.0,4061468.0,4098997.0,6889721.0,6666667;0,335555.0,3544998.0,8247401.0,9012328.0,402627.0,3884407.0,6759723.0,8333333;0,2588376.0,6508247.0,221905.0,8477772.0,3596905.0,6300561.0,4608326.0,8;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,639464.0,4771531.0,4612143.0,4396268.0,5;0,8234088.0,5370285.0,03304124.0,684722.0,4710223.0,4594966.0,4416374.0,5;0,1616708.0,3838707.0,6013719.0,8939158.0,3064274.0,3757006.0,4922591.0,6;0,3127717.0,3883206.0,7411503.0,9291589.0,4009914.0,4077501.0,6683751.0,9666666;0,3293703.0,2611155.0,2047645.0,8076718.0,3624179.0,3935282.0,5034409.0,7;0,3576643.0,07723296.0,4926429.0,8222111.0,3493498.0,3836707.0,4840323.0,6333333;0,1040888.0,4690457.0,8270912.0,8042024.0,4061468.0,4098997.0,6889721.0,6666667;0,335555.0,3544998.0,8247401.0,9038817.0,4013409.0,3858642.0,6800774.0,9;0,2588376.0,6508247.0,221905.0,8478938.0,3591882.0,6298731.0,4609453.0,8333333;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6403643.0,476165.0,4632759.0,4388619.0,5333334;0,8234088.0,5370285.0,03304124.0,684722.0,4710223.0,4594966.0,4416374.0,5;0,1616708.0,3838707.0,6013719.0,8931605.0,307702.0,3753952.0,4919883.0,5666667;0,3127717.0,3883206.0,7411503.0,9302802.0,4003318.0,408161.0,6708969.0,9666666;0,3293703.0,2611155.0,2047645.0,8076718.0,3624179.0,3935282.0,5034409.0,7;0,3576643.0,07723296.0,4926429.0,8222111.0,3493498.0,3836707.0,4840323.0,6333333;0,1040888.0,4690457.0,8270912.0,8039369.0,4067389.0,4098675.0,6893601.0,6333333;0,335555.0,3544998.0,8247401.0,9034851.0,401906.0,3845804.0,6790175.0,9333333;0,2588376.0,6508247.0,221905.0,8478938.0,3591882.0,6298731.0,4609453.0,8333333;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6413832.0,4767571.0,4652296.0,439471.0,5666667;0,8234088.0,5370285.0,03304124.0,684722.0,4710223.0,4594966.0,4416374.0,5;0,1616708.0,3838707.0,6013719.0,8930603.0,3077906.0,3741375.0,4913791.0,5666667;0,3127717.0,3883206.0,7411503.0,9324993.0,39948.0,4047416.0,6731582.0,9333333;0,3293703.0,2611155.0,2047645.0,8076718.0,3624179.0,3935282.0,5034409.0,7;0,3576643.0,07723296.0,4926429.0,8176843.0,3479547.0,3914011.0,4812011.0,5666667;0,1040888.0,4690457.0,8270912.0,8047.0,4047438.0,4153934.0,6877034.0,6333333;0,335555.0,3544998.0,8247401.0,9038258.0,4013633.0,3849388.0,6793755.0,9666666;0,2588376.0,6508247.0,221905.0,8485251.0,3556817.0,6297937.0,4608693.0,9;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6419861.0,4755803.0,4669473.0,4384582.0,5333334;0,8234088.0,5370285.0,03304124.0,684722.0,4710223.0,4594966.0,4416374.0,5;0,1616708.0,3838707.0,6013719.0,8931411.0,3080448.0,3747713.0,4920485.0,5333334;0,3127717.0,3883206.0,7411503.0,9337662.0,3981731.0,4046985.0,6759444.0,8;0,3293703.0,2611155.0,2047645.0,8076718.0,3624179.0,3935282.0,5034409.0,7;0,3576643.0,07723296.0,4926429.0,8176843.0,3479547.0,3914011.0,4812011.0,5666667;0,1040888.0,4690457.0,8270912.0,8033234.0,407107.0,4129317.0,6880915.0,6666667;0,335555.0,3544998.0,8247401.0,9047593.0,4016226.0,3853602.0,6814251.0,9333333;0,2588376.0,6508247.0,221905.0,8485251.0,3556817.0,6297937.0,4608693.0,9;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6412929.0,4705851.0,4681811.0,4383596.0,5;0,8234088.0,5370285.0,03304124.0,6866254.0,4767196.0,4607213.0,4419818.0,5333334;0,1616708.0,3838707.0,6013719.0,8913496.0,3078138.0,3733592.0,4873717.0,6333333;0,3127717.0,3883206.0,7411503.0,9352824.0,3959728.0,404524.0,6787232.0,6666667;0,3293703.0,2611155.0,2047645.0,8137477.0,3598461.0,3917406.0,4924622.0,6333333;0,3576643.0,07723296.0,4926429.0,8175703.0,3601012.0,3911067.0,4810006.0,7;0,1040888.0,4690457.0,8270912.0,8033983.0,4071064.0,4103448.0,6890596.0,6666667;0,335555.0,3544998.0,8247401.0,9069743.0,4011034.0,3858488.0,6859805.0,9333333;0,2588376.0,6508247.0,221905.0,8488615.0,3559692.0,6300973.0,4600168.0,8666667;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6396908.0,4711779.0,4642051.0,43945.0,6;0,8234088.0,5370285.0,03304124.0,6878612.0,4791686.0,4618658.0,4413763.0,5;0,1616708.0,3838707.0,6013719.0,8921608.0,306416.0,3724896.0,4874375.0,7333333;0,3127717.0,3883206.0,7411503.0,9363966.0,3968183.0,4044235.0,6815149.0,6666667;0,3293703.0,2611155.0,2047645.0,8137477.0,3598461.0,3917406.0,4924622.0,6333333;0,3576643.0,07723296.0,4926429.0,8184328.0,3604789.0,3889587.0,4772294.0,7333333;0,1040888.0,4690457.0,8270912.0,8033983.0,4071064.0,4103448.0,6890596.0,6666667;0,335555.0,3544998.0,8247401.0,9068081.0,4013993.0,3860075.0,6856584.0,9666666;0,2588376.0,6508247.0,221905.0,8495091.0,3563784.0,6302109.0,458522.0,8333333;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6396908.0,4711779.0,4642051.0,43945.0,6;0,8234088.0,5370285.0,03304124.0,6882043.0,4811364.0,4621373.0,4423963.0,6;0,1616708.0,3838707.0,6013719.0,8896427.0,3123626.0,3735485.0,4888845.0,7333333;0,3127717.0,3883206.0,7411503.0,9407948.0,3925268.0,4035141.0,6869164.0,5666667;0,3293703.0,2611155.0,2047645.0,813335.0,3639261.0,3913784.0,4932027.0,6;0,3576643.0,07723296.0,4926429.0,8203777.0,36083.0,3855289.0,4795037.0,6666667;0,1040888.0,4690457.0,8270912.0,8037505.0,407482.0,412732.0,6902179.0,6333333;0,335555.0,3544998.0,8247401.0,9065882.0,3986433.0,3870443.0,6839581.0,9333333;0,2588376.0,6508247.0,221905.0,849544.0,3567158.0,6303318.0,4581622.0,8;1;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,6408494.0,4729706.0,4640245.0,4349986.0,5666667;0,8234088.0,5370285.0,03304124.0,6882043.0,4811364.0,4621373.0,4423963.0,6;0,1616708.0,3838707.0,6013719.0,8894052.0,3128085.0,373864.0,4889675.0,7;0,3127717.0,3883206.0,7411503.0,9421739.0,388931.0,4069079.0,6881416.0,7666667;0,3293703.0,2611155.0,2047645.0,8130803.0,3637302.0,3922113.0,4930376.0,5666667;0,3576643.0,07723296.0,4926429.0,8187615.0,3652179.0,3883207.0,4765002.0,6;0,1040888.0,4690457.0,8270912.0,8023328.0,4080883.0,4146026.0,6864675.0,5666667;0,335555.0,3544998.0,8247401.0,907144.0,395558.0,3864453.0,6833882.0,9666666;0,2588376.0,6508247.0,221905.0,8501726.0,3536682.0,6308448.0,4582713.0,7;1;0,1486929;30;0;
