0,7735144.0,9847288.0,2812696.0,3992087.0,390842.0,03571684.0,4672031.0,3;0,8234088.0,5370285.0,03304124.0,6197519.0,6290348.0,620129.0,633129.0,5333334;0,1616708.0,3838707.0,6013719.0,6823307.0,6409072.0,6436863.0,6547157.0,5666667;0,3127717.0,3883206.0,7411503.0,6421202.0,8127898.0,7214007.0,6116472.0,5;0,3293703.0,2611155.0,2047645.0,6227742.0,6268282.0,6561276.0,6259509.0,6333333;0,3576643.0,07723296.0,4926429.0,6151943.0,5938851.0,672814.0,6333366.0,5;0,1040888.0,4690457.0,8270912.0,6126291.0,6014956.0,6371325.0,4392643.0,5333334;0,335555.0,3544998.0,8247401.0,7951332.0,5198569.0,4795477.0,5732597.0,7;0,2588376.0,6508247.0,221905.0,7911952.0,4690416.0,7184374.0,4793209.0,5;1,314286;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,399155.0,3906034.0,03613792.0,4695544.0,3333333;0,8234088.0,5370285.0,03304124.0,6153072.0,6127418.0,5827675.0,6194689.0,5333334;0,1616708.0,3838707.0,6013719.0,6823307.0,6409072.0,6436863.0,6547157.0,5666667;0,3127717.0,3883206.0,7411503.0,6421202.0,8127898.0,7214007.0,6116472.0,5;0,3293703.0,2611155.0,2047645.0,6218768.0,6283296.0,6548332.0,6290366.0,7;0,3576643.0,07723296.0,4926429.0,6156311.0,5978917.0,6719867.0,6313042.0,5666667;0,1040888.0,4690457.0,8270912.0,6126291.0,6014956.0,6371325.0,4392643.0,5333334;0,335555.0,3544998.0,8247401.0,7951332.0,5198569.0,4795477.0,5732597.0,7;0,2588376.0,6508247.0,221905.0,7927087.0,4657859.0,7148166.0,4820396.0,5666667;1,314286;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,400056.0,3901682.0,03785202.0,4683891.0,3;0,8234088.0,5370285.0,03304124.0,616697.0,6119446.0,5875699.0,6184874.0,5666667;0,1616708.0,3838707.0,6013719.0,6840987.0,6397014.0,6412536.0,6519716.0,5666667;0,3127717.0,3883206.0,7411503.0,6537664.0,7938893.0,706073.0,5936614.0,4;0,3293703.0,2611155.0,2047645.0,6247587.0,6203774.0,6479241.0,6320913.0,5;0,3576643.0,07723296.0,4926429.0,6154186.0,6112975.0,6690715.0,6304191.0,5333334;0,1040888.0,4690457.0,8270912.0,6122913.0,607256.0,6434381.0,4476724.0,5;0,335555.0,3544998.0,8247401.0,7920218.0,5183569.0,4880691.0,5700637.0,7333333;0,2588376.0,6508247.0,221905.0,800492.0,4544179.0,7095287.0,4813799.0,7;1,314286;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,4007395.0,3903124.0,03874754.0,4668768.0,3333333;0,8234088.0,5370285.0,03304124.0,6186076.0,6074318.0,5823264.0,6087278.0,5;0,1616708.0,3838707.0,6013719.0,6868441.0,633665.0,6427913.0,6511515.0,5333334;0,3127717.0,3883206.0,7411503.0,6584253.0,7863831.0,7010295.0,5898983.0,4;0,3293703.0,2611155.0,2047645.0,626187.0,6134017.0,6417645.0,637997.0,4;0,3576643.0,07723296.0,4926429.0,6164858.0,6316109.0,6627545.0,6351237.0,4666667;0,1040888.0,4690457.0,8270912.0,6122913.0,607256.0,6434381.0,4476724.0,5;0,335555.0,3544998.0,8247401.0,7920218.0,5183569.0,4880691.0,5700637.0,7333333;0,2588376.0,6508247.0,221905.0,8080037.0,4505694.0,6994872.0,4720229.0,7666667;1,314286;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,3981966.0,3919411.0,0349125.0,4765044.0,3666667;0,8234088.0,5370285.0,03304124.0,6154298.0,588212.0,5368179.0,5931867.0,3333333;0,1616708.0,3838707.0,6013719.0,6894273.0,6306489.0,6397989.0,6495968.0,6;0,3127717.0,3883206.0,7411503.0,6776123.0,7386832.0,6795488.0,5501592.0,5333334;0,3293703.0,2611155.0,2047645.0,63116.0,6113513.0,6235304.0,6413159.0,5333334;0,3576643.0,07723296.0,4926429.0,6180165.0,6305777.0,6590725.0,6404552.0,5666667;0,1040888.0,4690457.0,8270912.0,6135545.0,6030134.0,6434026.0,4444694.0,5333334;0,335555.0,3544998.0,8247401.0,7911012.0,5182794.0,5022892.0,5722986.0,7;0,2588376.0,6508247.0,221905.0,8128672.0,4416686.0,6949785.0,4802614.0,7;1,314286;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,3987713.0,3913798.0,03620901.0,4762645.0,3333333;0,8234088.0,5370285.0,03304124.0,6066377.0,5734934.0,477488.0,5860213.0,4666667;0,1616708.0,3838707.0,6013719.0,6897919.0,6286731.0,6420877.0,6491281.0,5333334;0,3127717.0,3883206.0,7411503.0,6788771.0,7354513.0,6813625.0,5511614.0,5666667;0,3293703.0,2611155.0,2047645.0,6271167.0,6123856.0,6317793.0,6443734.0,6333333;0,3576643.0,07723296.0,4926429.0,6180165.0,6305777.0,6590725.0,6404552.0,5666667;0,1040888.0,4690457.0,8270912.0,6135545.0,6030134.0,6434026.0,4444694.0,5333334;0,335555.0,3544998.0,8247401.0,7911012.0,5182794.0,5022892.0,5722986.0,7;0,2588376.0,6508247.0,221905.0,8128672.0,4416686.0,6949785.0,4802614.0,7;1,314286;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,3987713.0,3913798.0,03620901.0,4762645.0,3333333;0,8234088.0,5370285.0,03304124.0,6066377.0,5734934.0,477488.0,5860213.0,4666667;0,1616708.0,3838707.0,6013719.0,6899298.0,6274147.0,6446968.0,6450789.0,5333334;0,3127717.0,3883206.0,7411503.0,6788771.0,7354513.0,6813625.0,5511614.0,5666667;0,3293703.0,2611155.0,2047645.0,6283532.0,6085278.0,6309126.0,6437023.0,5666667;0,3576643.0,07723296.0,4926429.0,6180165.0,6305777.0,6590725.0,6404552.0,5666667;0,1040888.0,4690457.0,8270912.0,6131048.0,6118312.0,6520818.0,4552397.0,5;0,335555.0,3544998.0,8247401.0,7881035.0,5225396.0,511173.0,5720486.0,6;0,2588376.0,6508247.0,221905.0,8128672.0,4416686.0,6949785.0,4802614.0,7;1,314286;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,3994173.0,3916608.0,03580069.0,4677385.0,4;0,8234088.0,5370285.0,03304124.0,6085871.0,5809938.0,4880078.0,5896647.0,5;0,1616708.0,3838707.0,6013719.0,692558.0,6245055.0,643402.0,6342034.0,7;0,3127717.0,3883206.0,7411503.0,6830078.0,7274099.0,6764276.0,5446795.0,5333334;0,3293703.0,2611155.0,2047645.0,628057.0,6113805.0,6293665.0,6436304.0,5333334;0,3576643.0,07723296.0,4926429.0,6191706.0,6283377.0,6579412.0,6401252.0,5666667;0,1040888.0,4690457.0,8270912.0,6131048.0,6118312.0,6520818.0,4552397.0,5;0,335555.0,3544998.0,8247401.0,7890252.0,5232646.0,5261512.0,5774219.0,5;0,2588376.0,6508247.0,221905.0,8128672.0,4416686.0,6949785.0,4802614.0,7;1,314286;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,3994173.0,3916608.0,03580069.0,4677385.0,4;0,8234088.0,5370285.0,03304124.0,6085871.0,5809938.0,4880078.0,5896647.0,5;0,1616708.0,3838707.0,6013719.0,6924026.0,6245856.0,6438918.0,6341394.0,7333333;0,3127717.0,3883206.0,7411503.0,6802707.0,7313212.0,678616.0,5443253.0,5;0,3293703.0,2611155.0,2047645.0,628057.0,6113805.0,6293665.0,6436304.0,5333334;0,3576643.0,07723296.0,4926429.0,618521.0,6344276.0,6554967.0,6445291.0,5;0,1040888.0,4690457.0,8270912.0,6134916.0,6065329.0,6477153.0,446575.0,5;0,335555.0,3544998.0,8247401.0,7890252.0,5232646.0,5261512.0,5774219.0,5;0,2588376.0,6508247.0,221905.0,8128672.0,4416686.0,6949785.0,4802614.0,7;1,314286;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,3994173.0,3916608.0,03580069.0,4677385.0,4;0,8234088.0,5370285.0,03304124.0,6026382.0,5803398.0,454736.0,5897754.0,5333334;0,1616708.0,3838707.0,6013719.0,6915351.0,6252047.0,6458157.0,6344575.0,7666667;0,3127717.0,3883206.0,7411503.0,682831.0,7259709.0,6771456.0,5440715.0,5;0,3293703.0,2611155.0,2047645.0,631965.0,6107843.0,6221572.0,63992.0,5;0,3576643.0,07723296.0,4926429.0,618521.0,6344276.0,6554967.0,6445291.0,5;0,1040888.0,4690457.0,8270912.0,6134916.0,6065329.0,6477153.0,446575.0,5;0,335555.0,3544998.0,8247401.0,7890252.0,5232646.0,5261512.0,5774219.0,5;0,2588376.0,6508247.0,221905.0,8128672.0,4416686.0,6949785.0,4802614.0,7;1,314286;0,1486929;30;0;
0,7735144.0,9847288.0,2812696.0,3994173.0,3916608.0,03580069.0,4677385.0,4;0,8234088.0,5370285.0,03304124.0,6026382.0,5803398.0,454736.0,5897754.0,5333334;0,1616708.0,3838707.0,6013719.0,6912134.0,6262295.0,6451982.0,634079.0,8;0,3127717.0,3883206.0,7411503.0,6972997.0,6920598.0,6589375.0,5185821.0,5666667;0,3293703.0,2611155.0,2047645.0,631965.0,6107843.0,6221572.0,63992.0,5;0,3576643.0,07723296.0,4926429.0,618521.0,6344276.0,6554967.0,6445291.0,5;0,1040888.0,4690457.0,8270912.0,6136445.0,6111299.0,6515428.0,4554302.0,5;0,335555.0,3544998.0,8247401.0,7820926.0,5335986.0,5352555.0,5741553.0,5666667;0,2588376.0,6508247.0,221905.0,8120936.0,440245.0,6956164.0,4828391.0,6666667;1,314286;0,1486929;30;0;
